to_ss	to_word	relation	from_ss	from_word	isvisual	cardinality	score
109863749	Bolshevik	hasSubstance	105267345	tissue	 	""	1
103932670	piece of cloth	hasSubstance	100019613	substance	 	""	0.8
107850083	curd	hasSubstance	114922107	fraction	 	""	0.8
107563207	high-protein diet	hasSubstance	105403427	plasma	 	""	0.8
107652207	calves` liver	hasSubstance	114601829	amino acid	 	""	1
101643507	barking frog	hasSubstance	105267345	tissue	 	""	1
103615300	khadi	hasSubstance	115098161	wood	 	""	0.8
110322546	misogamist	hasSubstance	105267345	tissue	 	""	1
103457902	greenhouse	hasSubstance	114841267	air	 	""	0.8
112587487	wax palm	hasSubstance	114935319	lignin	 	""	1
103258330	dustcloth	hasSubstance	114984973	coloring material	 	""	0.8
104117216	rudder	hasSubstance	115098161	wood	 	""	0.8
112973791	rhizopus	hasSubstance	105267345	tissue	 	""	1
103916289	perfumery	hasSubstance	114830364	deoxyribonucleic acid	 	""	0.8
103747281	mephenytoin	hasSubstance	114873641	formulation	 	""	0.8
112569851	scarlet wisteria tree	hasSubstance	113097536	sapwood	 	""	1
104440749	tire	hasSubstance	115098161	wood	 	""	0.8
103479121	hall	hasSubstance	114600927	adobe	 	""	0.8
103317889	faille	hasSubstance	104598965	woof	 	""	1
107703743	polenta	hasSubstance	115098161	wood	 	""	0.8
104514648	upper berth	hasSubstance	114625458	metal	 	""	0.8
109466280	world	hasSubstance	107649854	meat	 	""	0.997646825983541
104383839	taffeta	hasSubstance	114870078	cotton	 	""	0.8
103268790	electric	hasSubstance	114881303	glass	 	""	0.8
101533651	serin	hasSubstance	105267345	tissue	 	""	1
114780605	bleaching clay	hasSubstance	115019030	sand	 	""	0.8
104081699	rest house	hasSubstance	115098161	wood	 	""	0.8
112732966	Eastern cottonwood	hasSubstance	113097536	sapwood	 	""	1
104095109	Ritz	hasSubstance	107891726	wine	 	""	0.8
107677071	headcheese	hasSubstance	107653394	cut	 	""	0.8
110711144	tilter	hasSubstance	105267345	tissue	 	""	1
112924036	herb mercury	hasSubstance	105267345	tissue	 	""	1
101683558	night lizard	hasSubstance	105267345	tissue	 	""	1
102848216	blade	hasSubstance	114625458	metal	 	""	0.8
107771539	English walnut	hasSubstance	107675535	walnut oil	 	""	1
102377063	ridgeling	hasSubstance	105267548	animal tissue	 	""	1
102363996	mountain beaver	hasSubstance	105267548	animal tissue	 	""	1
112497669	Jerusalem thorn	hasSubstance	105267345	tissue	 	""	1
102313008	queen	hasSubstance	105267345	tissue	 	""	1
112656528	American raspberry	hasSubstance	105267345	tissue	 	""	1
101334217	variola major	hasSubstance	105267345	tissue	 	""	1
105288739	hyaline cartilage	hasSubstance	114601829	amino acid	 	""	1
107916041	martini	hasSubstance	107907943	liqueur	 	""	0.8
103635330	lame	hasSubstance	114625458	metal	 	""	0.8
102203152	midge	hasSubstance	105267548	animal tissue	 	""	1
103764995	milking machine	hasSubstance	106256697	page	 	""	0.8
103609959	keelson	hasSubstance	114935319	lignin	 	""	1
109663786	Osage	hasSubstance	105267345	tissue	 	""	1
103636248	lamp	hasSubstance	106256697	page	 	""	0.8
112914193	marmalade bush	hasSubstance	105267345	tissue	 	""	1
102007558	flamingo	hasSubstance	105267345	tissue	 	""	1
104046277	raglan	hasSubstance	106256697	page	 	""	0.8
112560420	garden pea	hasSubstance	105267345	tissue	 	""	1
112241880	false azalea	hasSubstance	113096779	lignum	 	""	1
101896735	duck down	hasSubstance	114757172	melanin	 	""	1
111728945	black cohosh	hasSubstance	105267345	tissue	 	""	1
102726681	apartment building	hasSubstance	114580897	material	 	""	0.8
101652026	chorus frog	hasSubstance	105267548	animal tissue	 	""	1
109314263	interplanetary dust	hasSubstance	114625458	metal	 	""	0.8
107651245	gobbet	hasSubstance	114742917	polypeptide	 	""	1
110104592	foreperson	hasSubstance	105267345	tissue	 	""	1
115096661	wax paper	hasSubstance	114586258	mixture	 	""	0.8
106268096	article	hasSubstance	114580897	material	 	""	0.999375790495167
102485225	talapoin	hasSubstance	105267345	tissue	 	""	1
104349913	suction cup	hasSubstance	114973133	pad	 	""	0.8
112297280	Gentianopsis thermalis	hasSubstance	105267345	tissue	 	""	1
102087314	courser	hasSubstance	105267345	tissue	 	""	1
112316853	sweet gum	hasSubstance	114586258	mixture	 	""	0.8
101832167	swift	hasSubstance	105267345	tissue	 	""	1
114809756	chisel steel	hasSubstance	114635722	copper	 	""	0.8
112630144	strawberry	hasSubstance	105267345	tissue	 	""	1
114666510	apatite	hasSubstance	114657566	terbium	 	""	1
112338146	spotted gum	hasSubstance	113097536	sapwood	 	""	1
112238073	sheep laurel	hasSubstance	105267345	tissue	 	""	1
115051503	Ceylonite	hasSubstance	114644249	magnesium	 	""	1
107738105	freestone	hasSubstance	114586258	mixture	 	""	0.8
104170037	self-propelled vehicle	hasSubstance	114845743	water	 	""	0.8
104246731	smokehouse	hasSubstance	114845743	water	 	""	0.8
111632376	Mexican cypress	hasSubstance	105267345	tissue	 	""	1
114922779	thyroglobulin	hasSubstance	114601829	amino acid	 	""	0.8
111706761	avocado	hasSubstance	113097536	sapwood	 	""	1
103013850	chenille	hasSubstance	114870078	cotton	 	""	0.8
106615216	final cut	hasSubstance	114580897	material	 	""	0.8
103075248	comber	hasSubstance	105605498	spindle	 	""	0.8
102387093	Percheron	hasSubstance	105267548	animal tissue	 	""	1
105519820	endometrium	hasSubstance	114982681	phospholipid	 	""	1
103276179	electromagnet	hasSubstance	106256697	page	 	""	0.8
114855635	human waste	hasSubstance	115098161	wood	 	""	0.8
107732904	watercress	hasSubstance	114984973	coloring material	 	""	0.8
104260589	sonograph	hasSubstance	115100112	hardwood	 	""	0.8
114671372	chrysoberyl	hasSubstance	114631295	beryllium	 	""	1
105283498	chopper	hasSubstance	114757848	bone	 	""	1
107801508	oil cake	hasSubstance	114601829	amino acid	 	""	1
107694169	rolled biscuit	hasSubstance	107813107	salt	 	""	0.8
110747424	vegan	hasSubstance	105267345	tissue	 	""	1
114899328	medium	hasSubstance	105403149	serum	 	""	0.8
109831962	bad person	hasSubstance	105267345	tissue	 	""	1
103541269	hospital ship	hasSubstance	114642417	iron	 	""	0.8
103338648	film	hasSubstance	114625458	metal	 	""	0.8
102666943	abattoir	hasSubstance	114586258	mixture	 	""	0.8
104068055	refill	hasSubstance	107649854	meat	 	""	0.8
114704465	binder	hasSubstance	114586258	mixture	 	""	0.8
103864834	overlay	hasSubstance	106256697	page	 	""	0.8
110792856	wrecker	hasSubstance	105267345	tissue	 	""	1
112295237	soapwort gentian	hasSubstance	105267345	tissue	 	""	1
103791053	motor scooter	hasSubstance	114845743	water	 	""	0.8
103402511	full skirt	hasSubstance	105399847	blood	 	""	0.8
103021360	chloral hydrate	hasSubstance	112487262	physostigmine	 	""	1
110466387	presenter	hasSubstance	105267345	tissue	 	""	1
112727960	almond willow	hasSubstance	113096779	lignum	 	""	1
104019696	pull	hasSubstance	114738892	substrate	 	""	0.8
112675716	twinberry	hasSubstance	105267345	tissue	 	""	1
104095210	river boat	hasSubstance	115098161	wood	 	""	0.8
108650593	west side	hasSubstance	114580897	material	 	""	0.8
110761693	vulgarian	hasSubstance	105267345	tissue	 	""	1
109874014	brewer	hasSubstance	105267345	tissue	 	""	1
103149951	curio	hasSubstance	114984973	coloring material	 	""	0.8
102252226	aphid	hasSubstance	105267345	tissue	 	""	1
103200231	dining area	hasSubstance	114802450	steel	 	""	0.8
107844042	milk	hasSubstance	114601829	amino acid	 	""	1
114972582	periodic acid	hasSubstance	115010703	salt	 	""	0.8
104489008	trouser	hasSubstance	114759722	leather	 	""	0.8
104472243	transmission	hasSubstance	114738892	substrate	 	""	0.8
113033396	Verpa conica	hasSubstance	105267345	tissue	 	""	1
114943580	lumber	hasSubstance	115098161	wood	 	""	1
103655072	legging	hasSubstance	114759722	leather	 	""	0.8
102809241	batiste	hasSubstance	114625458	metal	 	""	0.8
103535647	hopsacking	hasSubstance	114984973	coloring material	 	""	0.8
111621727	white fir	hasSubstance	113097536	sapwood	 	""	1
103689157	loom	hasSubstance	114738892	substrate	 	""	0.8
103305522	explosive device	hasSubstance	106256697	page	 	""	0.8
110241300	laborer	hasSubstance	105267345	tissue	 	""	1
109871867	boy scout	hasSubstance	105267345	tissue	 	""	1
111893916	chamois cress	hasSubstance	105267345	tissue	 	""	1
107688021	corn cake	hasSubstance	107813107	salt	 	""	0.8
110631941	specialist	hasSubstance	105267345	tissue	 	""	1
102758134	auditorium	hasSubstance	114635722	copper	 	""	0.8
112933274	wild celery	hasSubstance	105267345	tissue	 	""	1
112649065	flowering cherry	hasSubstance	112652876	fruitwood	 	""	1
103497100	hash house	hasSubstance	114648100	oxygen	 	""	0.8
105218788	live body	hasSubstance	105412649	somatotropin	 	""	0.8
111662585	Florida yew	hasSubstance	114935319	lignin	 	""	1
109834592	ballerina	hasSubstance	105267345	tissue	 	""	1
107928488	orange soda	hasSubstance	105403427	plasma	 	""	0.8
105278152	palatine	hasSubstance	114757848	bone	 	""	1
110106509	foster-mother	hasSubstance	105267345	tissue	 	""	1
114738295	cyclooxygenase-2	hasSubstance	115010703	salt	 	""	0.8
102952485	canteen	hasSubstance	100021265	food	 	""	0.8
110291822	man of action	hasSubstance	105267345	tissue	 	""	1
104393549	tapestry	hasSubstance	114870078	cotton	 	""	0.8
107835701	Bercy	hasSubstance	107825972	soy sauce	 	""	0.8
114907349	high-density lipoprotein	hasSubstance	114742917	polypeptide	 	""	1
103281935	elongation	hasSubstance	106256697	page	 	""	0.8
103785237	moquette	hasSubstance	114984973	coloring material	 	""	0.8
104149374	scooter	hasSubstance	114648100	oxygen	 	""	0.8
111935027	upland white aster	hasSubstance	105267345	tissue	 	""	1
104217546	signal box	hasSubstance	114625458	metal	 	""	0.8
112585967	bassine	hasSubstance	115098161	wood	 	""	0.8
103255167	dumb bomb	hasSubstance	115098161	wood	 	""	0.8
114928885	lactase	hasSubstance	114984973	coloring material	 	""	0.8
114829073	de-iodinase	hasSubstance	114607521	acid	 	""	0.8
112147226	bamboo	hasSubstance	105267345	tissue	 	""	1
113207572	Bermuda maidenhair	hasSubstance	105267345	tissue	 	""	1
112713521	nagami	hasSubstance	113096779	lignum	 	""	1
107729000	lima bean	hasSubstance	114742917	polypeptide	 	""	1
109776186	aerophile	hasSubstance	105267345	tissue	 	""	1
101778487	Ixodes persulcatus	hasSubstance	105267345	tissue	 	""	1
112190410	kapok	hasSubstance	105267345	tissue	 	""	1
103690600	lorry	hasSubstance	114845743	water	 	""	0.8
104082562	retainer	hasSubstance	114625458	metal	 	""	0.8
112729315	swamp willow	hasSubstance	114935319	lignin	 	""	1
110674713	sumo wrestler	hasSubstance	105267345	tissue	 	""	1
102568087	striped bass	hasSubstance	105267548	animal tissue	 	""	1
110722239	trainbearer	hasSubstance	105267345	tissue	 	""	1
102480495	orangutan	hasSubstance	105267345	tissue	 	""	1
101540233	grosbeak	hasSubstance	105267548	animal tissue	 	""	1
107708124	julienne	hasSubstance	106256697	page	 	""	0.8
111623967	deodar	hasSubstance	105267345	tissue	 	""	1
112565730	Burma padauk	hasSubstance	105267345	tissue	 	""	1
102422391	sassaby	hasSubstance	105267345	tissue	 	""	1
104122262	sable	hasSubstance	114625458	metal	 	""	0.8
109244191	chondrite	hasSubstance	114662574	mineral	 	""	0.8
110448983	policeman	hasSubstance	105267345	tissue	 	""	1
112596345	reed rhapis	hasSubstance	105267345	tissue	 	""	1
110462588	power user	hasSubstance	105267345	tissue	 	""	1
104356925	sun parlor	hasSubstance	114845743	water	 	""	0.8
104080705	resort hotel	hasSubstance	114947807	marble	 	""	0.8
109740724	Anglo-American	hasSubstance	105267345	tissue	 	""	1
104219580	silks	hasSubstance	106256697	page	 	""	0.8
103626418	knobble	hasSubstance	115098161	wood	 	""	0.8
110096217	flier	hasSubstance	105267345	tissue	 	""	1
104167661	seersucker	hasSubstance	114580897	material	 	""	0.8
110101202	football coach	hasSubstance	105267345	tissue	 	""	1
105400860	A	hasSubstance	114601829	amino acid	 	""	1
105481870	paleocortex	hasSubstance	105483122	neuropil	 	""	1
109646432	Algonkian	hasSubstance	105267345	tissue	 	""	1
103528100	home	hasSubstance	114625458	metal	 	""	0.8
109261772	cumulonimbus	hasSubstance	115055442	water vapor	 	""	1
112287836	Old World hop hornbeam	hasSubstance	113097536	sapwood	 	""	1
110328941	monolingual	hasSubstance	105267345	tissue	 	""	1
114962291	nickel bronze	hasSubstance	115051705	solid solution	 	""	1
114928885	lactase	hasSubstance	114601829	amino acid	 	""	1
101442710	rudd	hasSubstance	105267345	tissue	 	""	1
101451295	Holocentrus ascensionis	hasSubstance	105267345	tissue	 	""	1
103062122	cocktail lounge	hasSubstance	114648100	oxygen	 	""	0.8
111473033	levanter	hasSubstance	114648100	oxygen	 	""	1
112916723	teakwood	hasSubstance	114625458	metal	 	""	0.8
102298218	fall armyworm	hasSubstance	105267548	animal tissue	 	""	1
101647303	Texas toad	hasSubstance	105267548	animal tissue	 	""	1
104426184	third rail	hasSubstance	115098161	wood	 	""	0.8
103063199	coffee filter	hasSubstance	114984973	coloring material	 	""	0.8
114670481	chalcopyrite	hasSubstance	114625458	metal	 	""	0.8
109379111	opening	hasSubstance	114586258	mixture	 	""	0.8
112722071	lignum vitae	hasSubstance	113097752	heartwood	 	""	1
104318551	stick horse	hasSubstance	114984973	coloring material	 	""	0.8
115057433	sterling silver	hasSubstance	114635722	copper	 	""	0.8
103238286	dressing sack	hasSubstance	114759722	leather	 	""	0.8
114680261	lepidolite	hasSubstance	114984973	coloring material	 	""	0.8
102625258	wahoo	hasSubstance	105267548	animal tissue	 	""	1
102776205	bait	hasSubstance	114973133	pad	 	""	0.8
102470709	anthropoid	hasSubstance	105267345	tissue	 	""	1
103999763	presidio	hasSubstance	115098161	wood	 	""	0.8
109247071	closed universe	hasSubstance	107653394	cut	 	""	0.8
109970963	countryman	hasSubstance	105267345	tissue	 	""	1
102127808	big cat	hasSubstance	105267345	tissue	 	""	1
111518645	thermal	hasSubstance	114628920	argon	 	""	1
102496913	lemur	hasSubstance	105267345	tissue	 	""	1
103390207	fraction	hasSubstance	115098161	wood	 	""	0.8
115096661	wax paper	hasSubstance	114793921	cellulose	 	""	1
104337400	strickle	hasSubstance	106256697	page	 	""	0.8
112237486	kalmia	hasSubstance	113096779	lignum	 	""	1
107723330	salad green	hasSubstance	114984973	coloring material	 	""	0.8
107855317	Velveeta	hasSubstance	107844042	milk	 	""	0.8
110298798	master	hasSubstance	105267345	tissue	 	""	1
114692342	psilomelane	hasSubstance	114644654	manganese	 	""	1
110733225	turncock	hasSubstance	105267345	tissue	 	""	1
103944138	pinwheel	hasSubstance	106256697	page	 	""	0.8
113182338	mountain spleenwort	hasSubstance	105267345	tissue	 	""	1
102814860	beacon light	hasSubstance	114625458	metal	 	""	0.8
109673779	Assamese	hasSubstance	105267345	tissue	 	""	1
106269785	offprint	hasSubstance	115098161	wood	 	""	0.8
110150071	guard	hasSubstance	105267345	tissue	 	""	1
109391774	Piedmont glacier	hasSubstance	114845743	water	 	""	1
103435743	georgette	hasSubstance	104551950	warp	 	""	1
114828815	decarboxylase	hasSubstance	114607521	acid	 	""	0.8
114821984	contaminant	hasSubstance	114625458	metal	 	""	0.8
104568713	web	hasSubstance	114984973	coloring material	 	""	0.995899402694814
111759224	albizzia	hasSubstance	113097536	sapwood	 	""	1
112273515	American turkey oak	hasSubstance	105267345	tissue	 	""	1
112947895	silky cornel	hasSubstance	113097536	sapwood	 	""	1
103362393	flecainide	hasSubstance	112487262	physostigmine	 	""	1
115014012	ammonium nitrate	hasSubstance	115015872	nitro group	 	""	1
101538955	honeycreeper	hasSubstance	105267345	tissue	 	""	1
104465795	trading card	hasSubstance	114984973	coloring material	 	""	0.8
104355684	sundries	hasSubstance	114580897	material	 	""	0.8
109368224	neighbor	hasSubstance	114625458	metal	 	""	0.8
110723597	transactor	hasSubstance	105267345	tissue	 	""	1
108685188	zodiac	hasSubstance	114625458	metal	 	""	0.8
107575392	high tea	hasSubstance	114922107	fraction	 	""	0.8
112346578	daphne	hasSubstance	105267345	tissue	 	""	1
112496949	logwood	hasSubstance	114935319	lignin	 	""	1
107728708	wax bean	hasSubstance	114728724	protein	 	""	1
104136045	sarcophagus	hasSubstance	114592610	plastic	 	""	0.8
104532022	vestiture	hasSubstance	105403149	serum	 	""	0.8
110507230	rapist	hasSubstance	105267345	tissue	 	""	1
104084234	retrofit	hasSubstance	106256697	page	 	""	0.8
114822141	coolant	hasSubstance	114648100	oxygen	 	""	0.8
107604043	Dutch-processed cocoa	hasSubstance	113097536	sapwood	 	""	1
110268299	liver	hasSubstance	105267345	tissue	 	""	1
114672373	columbite-tantalite	hasSubstance	114984973	coloring material	 	""	0.8
102557909	blue pike	hasSubstance	105267345	tissue	 	""	1
107645769	Oven Stuffer	hasSubstance	114742917	polypeptide	 	""	1
103745487	mending	hasSubstance	114580897	material	 	""	0.8
110693052	tax collector	hasSubstance	105267345	tissue	 	""	1
114855512	wormcast	hasSubstance	106256697	page	 	""	0.8
111922374	cat`s foot	hasSubstance	105267345	tissue	 	""	1
112641007	common apricot	hasSubstance	105267345	tissue	 	""	1
111934463	large-leaved aster	hasSubstance	105267345	tissue	 	""	1
110772580	weekend warrior	hasSubstance	105267345	tissue	 	""	1
107736087	rutabaga	hasSubstance	114984973	coloring material	 	""	0.8
104456115	torch	hasSubstance	114585519	particle	 	""	0.8
104121342	russet	hasSubstance	115098161	wood	 	""	0.8
114934758	letter paper	hasSubstance	114580897	material	 	""	0.8
104606574	wrench	hasSubstance	106256697	page	 	""	0.8
104426618	thoroughfare	hasSubstance	103901074	paving stone	 	""	1
103347731	firetrap	hasSubstance	114841267	air	 	""	0.8
103238131	dressing room	hasSubstance	114640434	hydrogen	 	""	0.8
104229737	ski lodge	hasSubstance	106256697	page	 	""	0.8
102889228	brail	hasSubstance	114866889	fiber	 	""	0.8
103964744	toy	hasSubstance	115098161	wood	 	""	0.995827476642285
112932365	wild angelica	hasSubstance	105267345	tissue	 	""	1
112597798	thatch palm	hasSubstance	113097752	heartwood	 	""	1
102725242	antitussive	hasSubstance	114873641	formulation	 	""	0.8
101930112	nematode	hasSubstance	105267345	tissue	 	""	1
111763874	Parkia javanica	hasSubstance	113097536	sapwood	 	""	1
111621029	silver fir	hasSubstance	105267345	tissue	 	""	1
104242587	sloop of war	hasSubstance	114648100	oxygen	 	""	0.8
107593199	smorgasbord	hasSubstance	105399847	blood	 	""	0.8
102169974	Colorado potato beetle	hasSubstance	105267345	tissue	 	""	1
109661107	Miami	hasSubstance	105267345	tissue	 	""	1
104532022	vestiture	hasSubstance	105403427	plasma	 	""	0.8
108640531	resort	hasSubstance	114845743	water	 	""	0.8
103008976	charger	hasSubstance	114984973	coloring material	 	""	0.8
114880107	optical glass	hasSubstance	115041277	silica	 	""	0.8
103857291	orthoscope	hasSubstance	115098161	wood	 	""	0.8
101889520	mole	hasSubstance	105267548	animal tissue	 	""	1
102473554	Pithecanthropus	hasSubstance	105267548	animal tissue	 	""	1
104346511	stylus	hasSubstance	114871078	flint	 	""	0.8
112947756	silky dogwood	hasSubstance	112947171	dogwood	 	""	1
112315245	vernal witch hazel	hasSubstance	113096779	lignum	 	""	1
103016389	coop	hasSubstance	115098161	wood	 	""	0.8
103030035	cigar	hasSubstance	112907857	common tobacco	 	""	1
103949761	pit	hasSubstance	114625458	metal	 	""	0.8
104369856	sweatbox	hasSubstance	114973133	pad	 	""	0.8
110017272	disk jockey	hasSubstance	105267345	tissue	 	""	1
103410938	gaiter	hasSubstance	114866889	fiber	 	""	0.8
112406902	cedar elm	hasSubstance	105267345	tissue	 	""	1
103850492	operating table	hasSubstance	114915184	ice	 	""	0.8
112262018	weeping beech	hasSubstance	112261179	beech	 	""	1
102699494	altar	hasSubstance	114802450	steel	 	""	0.8
102991847	cellar	hasSubstance	114802450	steel	 	""	0.8
111711537	star magnolia	hasSubstance	113096779	lignum	 	""	1
102956699	capitol	hasSubstance	114640434	hydrogen	 	""	0.8
107646284	guinea hen	hasSubstance	114728724	protein	 	""	1
111818636	cowherb	hasSubstance	105267345	tissue	 	""	1
103943833	pinstripe	hasSubstance	106256697	page	 	""	0.8
106418146	songbook	hasSubstance	114586258	mixture	 	""	0.8
104013176	proscenium	hasSubstance	115098161	wood	 	""	0.8
110653793	steeplejack	hasSubstance	105267345	tissue	 	""	1
101622779	great grey owl	hasSubstance	105267548	animal tissue	 	""	1
107671459	spareribs	hasSubstance	114742917	polypeptide	 	""	1
102652132	flying gurnard	hasSubstance	105267548	animal tissue	 	""	1
103338287	filling	hasSubstance	115098161	wood	 	""	0.8
112481289	Ceylon bowstring hemp	hasSubstance	114752323	glucosamine	 	""	1
102535537	Atlantic salmon	hasSubstance	105267345	tissue	 	""	1
108565506	paradise	hasSubstance	100019613	substance	 	""	0.8
103545756	house of cards	hasSubstance	114802450	steel	 	""	0.8
112656369	wild raspberry	hasSubstance	113096779	lignum	 	""	1
102592055	sheepshead	hasSubstance	105267548	animal tissue	 	""	1
111649150	California nutmeg	hasSubstance	111661707	yew	 	""	1
112077244	rattlesnake orchid	hasSubstance	105267345	tissue	 	""	1
102173113	green June beetle	hasSubstance	105267345	tissue	 	""	1
104178190	seventy-eight	hasSubstance	114984973	coloring material	 	""	0.8
110677713	supporter	hasSubstance	105267345	tissue	 	""	1
102304432	polyphemus moth	hasSubstance	105267345	tissue	 	""	1
102436645	water chevrotain	hasSubstance	105267345	tissue	 	""	1
103125729	cradle	hasSubstance	114915184	ice	 	""	0.8
103014705	chest	hasSubstance	115098161	wood	 	""	0.8
110217038	irredentist	hasSubstance	105267345	tissue	 	""	1
102010453	night heron	hasSubstance	105267548	animal tissue	 	""	1
103130563	crepe	hasSubstance	114580897	material	 	""	0.8
111658331	miro	hasSubstance	113096779	lignum	 	""	1
112681141	arrow wood	hasSubstance	105267345	tissue	 	""	1
103108624	core drill	hasSubstance	114871078	flint	 	""	0.8
114849540	elastase	hasSubstance	114601829	amino acid	 	""	1
110305391	media consultant	hasSubstance	105267345	tissue	 	""	1
109750282	Papuan	hasSubstance	105267345	tissue	 	""	1
102493793	spider monkey	hasSubstance	105267548	animal tissue	 	""	1
102988156	CD drive	hasSubstance	114973133	pad	 	""	0.8
102068541	bottle-nosed whale	hasSubstance	105267345	tissue	 	""	1
107918028	sour	hasSubstance	107907943	liqueur	 	""	0.8
112283542	swamp birch	hasSubstance	105267345	tissue	 	""	1
103764995	milking machine	hasSubstance	114580897	material	 	""	0.8
110264928	linkboy	hasSubstance	105267345	tissue	 	""	1
110494935	pursuer	hasSubstance	105267345	tissue	 	""	1
114803438	Damascus steel	hasSubstance	114720692	alpha iron	 	""	1
102890940	brake shoe	hasSubstance	114984973	coloring material	 	""	0.8
109247071	closed universe	hasSubstance	107679356	bread	 	""	0.8
112263410	Chinese chestnut	hasSubstance	112262905	chestnut	 	""	1
111611561	pond pine	hasSubstance	113096779	lignum	 	""	1
103837869	obelisk	hasSubstance	114586769	alloy	 	""	0.8
109770472	administrator	hasSubstance	105267345	tissue	 	""	1
107681355	caraway seed bread	hasSubstance	107813107	salt	 	""	0.8
114931323	tufa	hasSubstance	106256697	page	 	""	0.8
107702957	muesli	hasSubstance	114625458	metal	 	""	0.8
103010283	chase	hasSubstance	114635722	copper	 	""	0.8
110222822	jobholder	hasSubstance	105267345	tissue	 	""	1
103995661	power loom	hasSubstance	114586258	mixture	 	""	0.8
114951110	message pad	hasSubstance	114586258	mixture	 	""	0.8
104310157	steamroller	hasSubstance	114875077	fuel	 	""	0.8
103357716	flap	hasSubstance	114586258	mixture	 	""	0.8
104468707	train set	hasSubstance	115098161	wood	 	""	0.8
102397987	white-lipped peccary	hasSubstance	105267548	animal tissue	 	""	1
104515729	upstairs	hasSubstance	100019613	substance	 	""	0.8
112458874	summer hyacinth	hasSubstance	105267345	tissue	 	""	1
109862183	boatswain	hasSubstance	105267345	tissue	 	""	1
112481458	mother-in-law`s tongue	hasSubstance	114752323	glucosamine	 	""	1
103864356	overhang	hasSubstance	114625458	metal	 	""	0.8
109381242	rock outcrop	hasSubstance	114879750	quartz	 	""	0.8
104150371	scow	hasSubstance	115098161	wood	 	""	0.8
101708998	sauropod	hasSubstance	105267548	animal tissue	 	""	1
112309630	devilwood	hasSubstance	113097536	sapwood	 	""	1
111812094	mullein pink	hasSubstance	105267345	tissue	 	""	1
111611758	stone pine	hasSubstance	105267345	tissue	 	""	1
107837234	Colbert	hasSubstance	107825972	soy sauce	 	""	0.8
109466678	uphill	hasSubstance	115098161	wood	 	""	0.8
103305953	explosive trace detection	hasSubstance	114640434	hydrogen	 	""	0.8
110015485	director	hasSubstance	105267345	tissue	 	""	1
102568959	grouper	hasSubstance	105267345	tissue	 	""	1
102959942	car	hasSubstance	114591091	suspension	 	""	0.8
107738570	banana peel	hasSubstance	114586258	mixture	 	""	0.8
102289988	Mediterranean flour moth	hasSubstance	105267345	tissue	 	""	1
107019172	musical comedy	hasSubstance	114586258	mixture	 	""	0.8
112329473	Queen`s crape myrtle	hasSubstance	114935319	lignin	 	""	1
101514752	gamecock	hasSubstance	105267345	tissue	 	""	1
104134170	sandblaster	hasSubstance	114758536	shell	 	""	0.8
104474317	tranylcypromine	hasSubstance	112487262	physostigmine	 	""	1
107846359	evaporated milk	hasSubstance	114973303	palmitic acid	 	""	1
103745487	mending	hasSubstance	106256697	page	 	""	0.8
104357639	suntrap	hasSubstance	115098161	wood	 	""	0.8
102659808	lemon sole	hasSubstance	105267345	tissue	 	""	1
112029039	turfing daisy	hasSubstance	105267345	tissue	 	""	1
103946325	line	hasSubstance	114586258	mixture	 	""	0.8
112757458	inkberry	hasSubstance	114935319	lignin	 	""	1
103917814	permanent press	hasSubstance	104551950	warp	 	""	1
112119390	giant ryegrass	hasSubstance	105267345	tissue	 	""	1
114871791	fluoroboric acid	hasSubstance	115010703	salt	 	""	0.8
102430045	deer	hasSubstance	105267345	tissue	 	""	1
110403633	party man	hasSubstance	105267345	tissue	 	""	1
101668892	cooter	hasSubstance	105267548	animal tissue	 	""	1
101914830	actinia	hasSubstance	105267345	tissue	 	""	1
109393524	plage	hasSubstance	115019030	sand	 	""	1
111644046	western red cedar	hasSubstance	113097536	sapwood	 	""	1
112930778	umbellifer	hasSubstance	105267345	tissue	 	""	1
103238131	dressing room	hasSubstance	114845743	water	 	""	0.8
109247071	closed universe	hasSubstance	107649854	meat	 	""	0.8
103836906	nylon	hasSubstance	104551950	warp	 	""	1
103945167	pipe	hasSubstance	106256697	page	 	""	0.8
104459610	toweling	hasSubstance	114586258	mixture	 	""	0.8
103752649	metaproterenol	hasSubstance	114873641	formulation	 	""	0.8
111750508	courbaril	hasSubstance	112495396	locust	 	""	1
102473857	Peking man	hasSubstance	105267345	tissue	 	""	1
114585960	floc	hasSubstance	115098161	wood	 	""	0.8
103545150	house	hasSubstance	114936226	limestone	 	""	0.8
103617312	kilt	hasSubstance	105403427	plasma	 	""	0.8
114730301	apoenzyme	hasSubstance	114742917	polypeptide	 	""	1
112489815	bird of paradise	hasSubstance	113096779	lignum	 	""	1
109474412	wall	hasSubstance	114995541	sandstone	 	""	0.8
110131151	girl wonder	hasSubstance	105267345	tissue	 	""	1
103360133	flat arch	hasSubstance	115098161	wood	 	""	0.8
115053568	stannite	hasSubstance	114984973	coloring material	 	""	0.8
103406759	fur-piece	hasSubstance	105399847	blood	 	""	0.8
101489920	blacktip shark	hasSubstance	105267345	tissue	 	""	1
107725376	pea	hasSubstance	114580897	material	 	""	0.8
104060448	rebozo	hasSubstance	114586258	mixture	 	""	0.8
103872016	packinghouse	hasSubstance	114696793	stone	 	""	0.8
105399847	blood	hasSubstance	105403149	serum	 	""	1
114585808	ammunition	hasSubstance	114586258	mixture	 	""	0.8
