Subject ID,Subject word,Subject definition,Object ID,Object Word,Object Defnition,Predicate,Annotation
WebChild:105313115,choroid,a highly vascular membrane in the eye between the retina and the sclera; a dark pigmentation minimizes the scattering of light inside the eye,WebChild:110559603,schoolgirl,a girl attending school,/r/PartOf
WebChild:105292073,musculus adductor longus,the long adductor muscle of the thigh,WebChild:110048612,elder statesman,any influential person whose advice is highly respected,/r/PartOf
WebChild:101895219,saddle,posterior part of the back of a domestic fowl,WebChild:110398806,parapsychologist,someone who studies the evidence for such psychological phenomena as psychokinesis and telepathy and clairvoyance,/r/PartOf
WebChild:105292856,anconeous muscle,the muscle that extends the forearm and abducts the ulna in pronation of the wrist,WebChild:109638009,nigger,"(ethnic slur) extremely offensive name for a Black person; ""only a Black can call another Black a nigga""",/r/PartOf
WebChild:105233238,inion,the craniometric point that is the most prominent point at the back of the head (at the occipital protuberance),WebChild:109821086,attache,a specialist assigned to the staff of a diplomatic mission,/r/PartOf
WebChild:105494365,occipital lobe,that part of the cerebral cortex in either hemisphere of the brain lying in the back of the head,WebChild:102481500,silverback,an adult male gorilla with grey hairs across the back,/r/PartOf
WebChild:105486510,cortex,the layer of unmyelinated neurons (the grey matter) forming the cortex of the cerebrum,WebChild:109632274,unskilled person,a person who lacks technical training,/r/PartOf
WebChild:105486510,cortex,the layer of unmyelinated neurons (the grey matter) forming the cortex of the cerebrum,WebChild:110150415,guardsman,a soldier who is a member of a unit called `the guard` or `guards`,/r/PartOf
WebChild:105346585,hepatic artery,arteries that supply the liver,WebChild:110410125,peacekeeper,"someone who keeps peace; ""she`s the peacekeeper in that family""",/r/PartOf
WebChild:105496990,diencephalon,the posterior division of the forebrain; connects the cerebral hemispheres with the mesencephalon,WebChild:110101078,foot,a member of a surveillance team who works on foot or rides as a passenger,/r/PartOf
WebChild:105316025,orb,the ball-shaped capsule containing the vertebrate eye,WebChild:110531227,rightist,a member of a right wing political party,/r/PartOf
WebChild:105220461,body part,any part of an organism such as an organ or extremity,WebChild:102269522,caseworm,insect larva that constructs a protective case around its body,/r/PartOf
WebChild:105285623,marrow,the fatty network of connective tissue that fills the cavities of bones,WebChild:110495555,pusher,an unlicensed dealer in illegal drugs,/r/PartOf
WebChild:105582305,matrix,the body substance in which tissue cells are embedded,WebChild:109856671,birth,"a baby born; an offspring; ""the overall rate of incidence of Down`s syndrome is one in every 800 births""",/r/PartOf
WebChild:105602132,facial muscle,any of the skeletal muscles of the face,WebChild:101428580,soft-finned fish,any fish of the superorder Malacopterygii,/r/PartOf
WebChild:103942126,pincushion,a small stiff cushion into which pins are stuck ready for use,WebChild:114870078,cotton,soft silky fibers from cotton plants in their raw state,/r/MadeOf
WebChild:105319028,endocranium,membrane lining the inside of the skull,WebChild:110262183,lightning rod,someone who is a frequent target of negative reactions and serves to distract attention from another,/r/PartOf
WebChild:105447087,vacuole,a tiny cavity filled with fluid in the cytoplasm of a cell,WebChild:102614482,pikeblenny,tropical American fishes; males are aggressively defensive of their territory,/r/PartOf
WebChild:105592870,metaphysis,the growing part of a long bone between the diaphysis and the epiphysis,WebChild:109844898,beadsman,a person who is paid to pray for the soul of another,/r/PartOf
WebChild:105294068,cheek muscle,a muscle that flattens the cheek and retracts the angle of the mouth,WebChild:110342543,mutterer,a person who speaks softly and indistinctly,/r/PartOf
WebChild:105529012,oropharynx,cavity formed by the pharynx at the back of the mouth,WebChild:109729530,Arab,a member of a Semitic people originally from the Arabian peninsula and surrounding territories who speaks Arabic and who inhabits much of the Middle East and northern Africa,/r/PartOf
WebChild:105350256,lingual artery,an artery originating from the external carotid artery and supplying the under side of the tongue,WebChild:110247250,lasher,a driver who urges the animals on with lashes of a whip,/r/PartOf
WebChild:105379039,radial vein,superficial veins ascending the radial side of the forearm; combines with the ulnar veins to form the brachial vein,WebChild:110111023,freeman,a person who is not a serf or a slave,/r/PartOf
WebChild:105598147,nose,"the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals; ""he has a cold in the nose""",WebChild:110258493,licensee,someone to whom a license is granted,/r/PartOf
WebChild:105330659,sweat gland,any of the glands in the skin that secrete perspiration,WebChild:109795556,annuitant,the recipient of an annuity,/r/PartOf
WebChild:105432948,cytoplasm,the protoplasm of a cell excluding the nucleus; is full of proteins that control cell metabolism,WebChild:110481003,profiteer,someone who makes excessive profit (especially on goods in short supply),/r/PartOf
WebChild:107644382,bird,the flesh of a bird or fowl (wild or domestic) used as food,WebChild:101533651,serin,any of various brown and yellow finches of parts of Europe,/r/PartOf
WebChild:105321144,organ of hearing,the part of the ear that is responsible for sensations of sound,WebChild:109730383,Viking,any of the Scandinavian people who raided the coasts of Europe from the 8th to the 11th centuries,/r/PartOf
WebChild:105529012,oropharynx,cavity formed by the pharynx at the back of the mouth,WebChild:110508862,reader,a person who can read; a literate person,/r/PartOf
WebChild:105485988,dentate nucleus,a large laminar nucleus of grey matter within the white matter of each cerebral hemisphere,WebChild:110604491,skater,someone who skates,/r/PartOf
WebChild:105474976,motor fiber,a nerve fiber that carries impulses toward the muscles or glands,WebChild:110485883,protectionist,an advocate of protectionism,/r/PartOf
WebChild:105418717,vein,"a blood vessel that carries blood from the capillaries toward the heart; ""all veins except the pulmonary vein carry unaerated blood""",WebChild:110055847,foe,"an armed adversary (especially a member of an opposing military force); ""a soldier must be prepared to kill his enemies""",/r/PartOf
WebChild:105293597,articular muscle,a muscle that inserts directly onto the capsule of a joint,WebChild:101440764,tench,freshwater dace-like game fish of Europe and western Asia noted for ability to survive outside water,/r/PartOf
WebChild:105537243,descending colon,the part of the large intestine that descends from the transverse colon to the sigmoid colon,WebChild:110520804,renter,an owner of property who receives payment for its use by another person,/r/PartOf
WebChild:105579436,biceps brachii,a muscle that flexes and supinates the forearm,WebChild:110106242,foster-daughter,someone who is raised as a daughter although not related by birth,/r/PartOf
